contribution_id,candidate,party,office,amount,date,contributor_type,state,employer,occupation
1241,Davis (R),Republican,House,100,2024-11-01,Super PAC,NM,Self-employed,Consultant
1242,Brown (D),Democrat,Governor,100,2024-02-04,Individual,FL,Finance LLC,Business Owner
1243,Jones (R),Republican,House,25,2024-06-29,PAC,NM,Finance LLC,Healthcare
1244,Smith (D),Democrat,House,100,2024-09-04,Individual,TX,Self-employed,Sales
1245,Davis (R),Republican,House,100,2024-04-08,PAC,LA,Self-employed,Retired
1246,Jones (R),Republican,House,4921.844135275323,2024-11-07,Individual,TX,Tech Corp,Attorney
1247,Miller (D),Democrat,House,100,2024-06-14,Corporate PAC,ID,Tech Corp,Healthcare
1248,Jones (R),Republican,House,25,2024-01-23,Individual,VT,Tech Corp,Healthcare
1249,Wilson (I),Independent,House,100,2024-09-15,PAC,FL,Finance LLC,Healthcare
1250,Taylor (R),Republican,House,500,2024-03-20,Individual,AK,Healthcare Inc,Healthcare
1251,Davis (R),Republican,House,1000,2024-06-09,Union PAC,NC,Self-employed,Attorney
1252,Smith (D),Democrat,Governor,25,2024-11-29,PAC,FL,Self-employed,Engineer
1253,Smith (D),Democrat,Senate,100,2024-11-18,Corporate PAC,MS,Finance LLC,Healthcare
1254,Wilson (I),Independent,Governor,100,2024-01-30,PAC,OH,Healthcare Inc,Teacher
1255,Wilson (I),Independent,Governor,100,2024-12-19,Individual,IN,Not Employed,Business Owner
1256,Smith (D),Democrat,Senate,7542.683532954358,2024-01-27,Individual,IL,Finance LLC,Sales
1257,Wilson (I),Independent,Senate,25,2024-02-20,Union PAC,MA,Self-employed,Business Owner
1258,Miller (D),Democrat,House,35738.01411565427,2024-06-05,Individual,KY,Not Employed,Sales
1259,Taylor (R),Republican,Senate,25,2024-07-06,Individual,PA,Healthcare Inc,Consultant
1260,Smith (D),Democrat,House,500,2024-11-02,Individual,WY,Self-employed,Teacher
1261,Miller (D),Democrat,Governor,500,2024-02-28,PAC,WY,Healthcare Inc,Engineer
1262,Brown (D),Democrat,Senate,100,2024-07-11,Individual,TX,Retired,Attorney
1263,Jones (R),Republican,Senate,250,2024-12-31,Individual,MT,Education,Business Owner
1264,Davis (R),Republican,House,50,2024-08-14,Individual,SD,Retired,Sales
1265,Jones (R),Republican,Senate,9014.881366884709,2024-06-26,Corporate PAC,IA,Finance LLC,Business Owner
1266,Davis (R),Republican,House,2800,2024-04-18,Individual,DE,Not Employed,Consultant
1267,Brown (D),Democrat,House,500,2024-08-14,Individual,SC,Education,Healthcare
1268,Taylor (R),Republican,House,1000,2024-08-14,Individual,VT,Retail Co,Consultant
1269,Brown (D),Democrat,Governor,50,2024-02-02,Individual,KY,Education,Sales
1270,Brown (D),Democrat,Governor,250,2024-11-26,Individual,WV,Healthcare Inc,Retired
1271,Taylor (R),Republican,Senate,2800,2024-08-18,PAC,NJ,Finance LLC,Business Owner
1272,Davis (R),Republican,House,500,2024-12-15,PAC,SD,Retail Co,Healthcare
1273,Davis (R),Republican,Senate,10062.864936463913,2024-04-22,PAC,NJ,Retired,Sales
1274,Brown (D),Democrat,House,6574.800415627208,2024-02-29,Union PAC,VA,Not Employed,Teacher
1275,Smith (D),Democrat,House,50,2024-08-07,Individual,ME,Retired,Retired
1276,Jones (R),Republican,Senate,2800,2024-12-27,Individual,CO,Retail Co,Sales
1277,Brown (D),Democrat,Governor,305.2759284090928,2024-02-07,Individual,WY,Retail Co,Business Owner
1278,Wilson (I),Independent,House,50,2024-10-03,Individual,KS,Education,Sales
1279,Taylor (R),Republican,House,50,2024-09-30,Individual,SD,Retail Co,Business Owner
1280,Jones (R),Republican,House,500,2024-03-21,Individual,RI,Healthcare Inc,Engineer
1281,Brown (D),Democrat,House,250,2024-02-28,Individual,TN,Not Employed,Sales
1282,Smith (D),Democrat,Senate,3679.5916286456936,2024-05-05,Individual,ID,Finance LLC,Sales
1283,Miller (D),Democrat,House,250,2024-11-06,Super PAC,OH,Retail Co,Attorney
1284,Brown (D),Democrat,House,25,2024-10-12,PAC,NJ,Finance LLC,Attorney
1285,Brown (D),Democrat,House,6961.433229869488,2024-07-09,PAC,NM,Finance LLC,Teacher
1286,Smith (D),Democrat,House,3390.323728206634,2024-04-10,Corporate PAC,NH,Education,Consultant
1287,Davis (R),Republican,Governor,2800,2024-01-08,Super PAC,OK,Education,Retired
1288,Davis (R),Republican,Governor,500,2024-11-30,Individual,CO,Retired,Consultant
1289,Smith (D),Democrat,House,50,2024-03-13,Individual,IN,Healthcare Inc,Business Owner
1290,Smith (D),Democrat,Governor,250,2024-09-15,Individual,MT,Retired,Consultant
1291,Smith (D),Democrat,House,50,2024-10-06,PAC,NM,Not Employed,Attorney
1292,Miller (D),Democrat,Senate,1000,2024-10-07,PAC,KY,Healthcare Inc,Sales
1293,Taylor (R),Republican,Governor,500,2024-11-10,Individual,LA,Retired,Attorney
1294,Davis (R),Republican,House,100,2024-06-25,Individual,WV,Not Employed,Consultant
1295,Wilson (I),Independent,Senate,100,2024-09-10,Corporate PAC,WY,Healthcare Inc,Engineer
1296,Taylor (R),Republican,Senate,5666.021247910622,2024-02-20,Individual,MI,Self-employed,Teacher
1297,Taylor (R),Republican,Senate,3110.3864761386976,2024-06-09,Individual,PA,Finance LLC,Retired
1298,Davis (R),Republican,Senate,1000,2024-06-19,Individual,MD,Finance LLC,Sales
1299,Davis (R),Republican,House,500,2024-01-18,Corporate PAC,NM,Retired,Consultant
1300,Miller (D),Democrat,House,250,2024-01-20,Individual,MI,Education,Retired
1301,Smith (D),Democrat,Senate,1000,2024-07-19,Corporate PAC,OK,Finance LLC,Attorney
1302,Brown (D),Democrat,Senate,250,2024-09-06,PAC,NH,Healthcare Inc,Sales
1303,Wilson (I),Independent,House,1000,2024-08-17,Individual,MO,Education,Business Owner
1304,Davis (R),Republican,Governor,11521.618501495872,2024-12-28,Corporate PAC,OH,Not Employed,Attorney
1305,Smith (D),Democrat,Senate,100,2024-01-30,Individual,WY,Finance LLC,Attorney
1306,Wilson (I),Independent,House,50,2024-10-17,Individual,NV,Education,Engineer
1307,Brown (D),Democrat,House,250,2024-12-17,Union PAC,MO,Tech Corp,Engineer
1308,Smith (D),Democrat,House,500,2024-09-29,Individual,IL,Not Employed,Retired
1309,Jones (R),Republican,House,250,2024-07-08,Individual,SD,Finance LLC,Teacher
1310,Davis (R),Republican,House,250,2024-01-29,Individual,TX,Finance LLC,Retired
1311,Wilson (I),Independent,Senate,1000,2024-12-26,Individual,AZ,Education,Teacher
1312,Davis (R),Republican,House,250,2024-02-01,Super PAC,RI,Retired,Engineer
1313,Smith (D),Democrat,House,20515.131247991732,2024-10-31,PAC,IL,Retired,Teacher
1314,Taylor (R),Republican,House,25,2024-01-21,Individual,OH,Education,Retired
1315,Taylor (R),Republican,House,25942.484313433713,2024-08-20,Individual,GA,Tech Corp,Engineer
1316,Wilson (I),Independent,Senate,14212.153517946948,2024-10-20,Corporate PAC,ID,Not Employed,Attorney
1317,Jones (R),Republican,Senate,17416.71041403999,2024-12-25,Individual,NH,Healthcare Inc,Sales
1318,Davis (R),Republican,Senate,500,2024-12-15,PAC,WY,Healthcare Inc,Attorney
1319,Smith (D),Democrat,House,3803.9153710406213,2024-01-02,Individual,IN,Healthcare Inc,Engineer
1320,Brown (D),Democrat,House,50,2024-02-14,Individual,IN,Healthcare Inc,Attorney
1321,Jones (R),Republican,House,2157.903427700615,2024-01-17,Individual,AZ,Self-employed,Attorney
1322,Brown (D),Democrat,House,1000,2024-05-26,Individual,RI,Retired,Engineer
1323,Miller (D),Democrat,Senate,1000,2024-04-26,PAC,RI,Tech Corp,Teacher
1324,Smith (D),Democrat,House,100,2024-09-10,PAC,NC,Tech Corp,Consultant
1325,Davis (R),Republican,Governor,10772.206904360846,2024-06-03,Individual,AZ,Finance LLC,Consultant
1326,Brown (D),Democrat,House,100,2024-02-14,Super PAC,NY,Not Employed,Business Owner
1327,Taylor (R),Republican,Senate,500,2024-05-10,PAC,DE,Retail Co,Healthcare
1328,Smith (D),Democrat,Governor,100,2024-08-10,Union PAC,AZ,Retail Co,Business Owner
1329,Wilson (I),Independent,House,12299.707380311602,2024-12-19,Individual,KS,Finance LLC,Attorney
1330,Brown (D),Democrat,House,10126.825526320928,2024-01-19,Individual,OK,Self-employed,Retired
1331,Wilson (I),Independent,Senate,500,2024-10-02,Individual,IA,Finance LLC,Retired
1332,Jones (R),Republican,House,250,2024-05-04,Individual,NH,Healthcare Inc,Retired
1333,Brown (D),Democrat,House,9783.80471463115,2024-03-03,Individual,MI,Education,Retired
1334,Smith (D),Democrat,House,50,2024-02-20,Individual,FL,Healthcare Inc,Healthcare
1335,Miller (D),Democrat,House,100,2024-11-08,Individual,CA,Tech Corp,Healthcare
1336,Jones (R),Republican,House,50786.796480607314,2024-09-17,Individual,CO,Finance LLC,Attorney
1337,Jones (R),Republican,Senate,250,2024-10-31,Individual,KS,Not Employed,Healthcare
1338,Taylor (R),Republican,House,50,2024-06-03,Individual,TN,Self-employed,Attorney
1339,Miller (D),Democrat,Senate,2800,2024-09-01,PAC,VT,Finance LLC,Healthcare
1340,Smith (D),Democrat,Governor,250,2024-06-04,Individual,WV,Healthcare Inc,Healthcare
1341,Miller (D),Democrat,House,250,2024-10-01,Individual,MT,Finance LLC,Consultant
1342,Taylor (R),Republican,House,100,2024-06-20,Individual,TX,Not Employed,Retired
1343,Wilson (I),Independent,Governor,102358.69531992606,2024-05-17,PAC,PA,Tech Corp,Attorney
1344,Smith (D),Democrat,Senate,12748.6876056101,2024-02-11,Individual,WI,Self-employed,Attorney
1345,Davis (R),Republican,Governor,500,2024-07-27,Individual,ME,Not Employed,Retired
1346,Taylor (R),Republican,Governor,100,2024-02-13,Individual,VT,Tech Corp,Teacher
1347,Davis (R),Republican,House,1000,2024-04-03,Individual,WV,Retail Co,Engineer
1348,Davis (R),Republican,Governor,100,2024-07-01,Individual,RI,Tech Corp,Consultant
1349,Smith (D),Democrat,Senate,2800,2024-01-20,PAC,IN,Finance LLC,Business Owner
1350,Smith (D),Democrat,Senate,50,2024-06-22,Corporate PAC,VT,Self-employed,Engineer
1351,Miller (D),Democrat,Senate,250,2024-12-24,Union PAC,NE,Tech Corp,Attorney
1352,Miller (D),Democrat,House,5402.257743840832,2024-06-23,Individual,AZ,Retired,Attorney
1353,Jones (R),Republican,Senate,25,2024-08-01,PAC,SC,Self-employed,Business Owner
1354,Davis (R),Republican,House,250,2024-11-03,PAC,CT,Healthcare Inc,Engineer
1355,Jones (R),Republican,House,25,2024-11-11,Super PAC,MS,Retail Co,Business Owner
1356,Brown (D),Democrat,House,250,2024-05-12,Union PAC,AK,Finance LLC,Attorney
1357,Taylor (R),Republican,Governor,100,2024-05-02,Individual,AZ,Finance LLC,Business Owner
1358,Wilson (I),Independent,House,50,2024-08-20,Corporate PAC,IN,Retail Co,Retired
1359,Miller (D),Democrat,Governor,25,2024-06-07,Individual,NJ,Not Employed,Sales
1360,Smith (D),Democrat,House,250,2024-09-01,Individual,NH,Retired,Consultant
1361,Davis (R),Republican,Senate,500,2024-10-19,PAC,NM,Self-employed,Consultant
1362,Wilson (I),Independent,House,25,2024-02-29,Super PAC,NE,Tech Corp,Business Owner
1363,Miller (D),Democrat,Senate,1962.2764661577392,2024-07-06,Individual,MN,Education,Engineer
1364,Jones (R),Republican,House,1000,2024-07-01,Individual,ND,Healthcare Inc,Engineer
1365,Taylor (R),Republican,Senate,23748.821851998753,2024-06-03,Union PAC,ME,Tech Corp,Attorney
1366,Wilson (I),Independent,House,250,2024-04-23,PAC,IN,Tech Corp,Healthcare
1367,Brown (D),Democrat,House,500,2024-11-03,Corporate PAC,SD,Finance LLC,Engineer
1368,Brown (D),Democrat,House,250,2024-03-31,Individual,ME,Tech Corp,Consultant
1369,Brown (D),Democrat,Senate,50,2024-05-10,PAC,DE,Self-employed,Teacher
1370,Taylor (R),Republican,House,50,2024-07-25,Individual,MN,Retail Co,Healthcare
1371,Brown (D),Democrat,Senate,33646.97226354484,2024-01-27,PAC,MA,Retired,Attorney
1372,Jones (R),Republican,House,2800,2024-02-29,Individual,IN,Healthcare Inc,Sales
1373,Brown (D),Democrat,Governor,50,2024-09-12,PAC,AK,Self-employed,Sales
1374,Smith (D),Democrat,House,3421.7654323015613,2024-03-11,Individual,IA,Finance LLC,Business Owner
1375,Smith (D),Democrat,Senate,50,2024-10-18,Individual,WV,Not Employed,Consultant
1376,Davis (R),Republican,House,1000,2024-02-28,Individual,HI,Self-employed,Sales
1377,Davis (R),Republican,Senate,504.70933495910634,2024-12-02,PAC,IL,Tech Corp,Attorney
1378,Davis (R),Republican,House,250,2024-02-05,Individual,WV,Not Employed,Consultant
1379,Taylor (R),Republican,House,50,2024-08-10,Individual,RI,Not Employed,Teacher
1380,Taylor (R),Republican,House,25,2024-09-17,PAC,AR,Retired,Attorney
1381,Smith (D),Democrat,House,100,2024-07-03,PAC,AL,Retail Co,Teacher
1382,Davis (R),Republican,Governor,25,2024-12-31,Individual,CO,Finance LLC,Sales
1383,Davis (R),Republican,House,5484.738263627353,2024-04-05,Individual,WV,Finance LLC,Consultant
1384,Taylor (R),Republican,House,100,2024-01-07,Individual,WI,Not Employed,Attorney
1385,Brown (D),Democrat,Senate,1000,2024-03-26,Individual,GA,Self-employed,Attorney
1386,Smith (D),Democrat,House,3323.432630814581,2024-10-08,Individual,IN,Finance LLC,Attorney
1387,Smith (D),Democrat,House,250,2024-03-15,PAC,RI,Self-employed,Attorney
1388,Jones (R),Republican,Senate,50,2024-03-31,PAC,KY,Not Employed,Engineer
1389,Davis (R),Republican,House,25,2024-12-04,Individual,NV,Healthcare Inc,Attorney
1390,Taylor (R),Republican,Senate,25,2024-09-11,Individual,AK,Tech Corp,Engineer
1391,Davis (R),Republican,Senate,100,2024-09-28,Super PAC,MD,Tech Corp,Engineer
1392,Miller (D),Democrat,Governor,100,2024-04-17,Individual,DE,Finance LLC,Healthcare
1393,Jones (R),Republican,Senate,500,2024-04-15,Individual,MS,Education,Healthcare
1394,Davis (R),Republican,Senate,1000,2024-12-05,PAC,NV,Tech Corp,Consultant
1395,Wilson (I),Independent,House,50,2024-11-03,PAC,NJ,Finance LLC,Sales
1396,Smith (D),Democrat,House,250,2024-12-15,Corporate PAC,CT,Retail Co,Business Owner
1397,Brown (D),Democrat,Senate,100,2024-01-31,PAC,NH,Education,Retired
1398,Davis (R),Republican,Senate,500,2024-11-08,Individual,AZ,Retail Co,Teacher
1399,Brown (D),Democrat,Senate,2800,2024-04-08,Individual,PA,Education,Attorney
1400,Brown (D),Democrat,House,1000,2024-01-23,Individual,UT,Retired,Healthcare
1401,Smith (D),Democrat,Senate,25,2024-06-15,Individual,KY,Healthcare Inc,Attorney
1402,Taylor (R),Republican,Governor,250,2024-06-24,Individual,SD,Retired,Consultant
1403,Taylor (R),Republican,House,15192.568909919297,2024-09-22,Individual,TN,Retired,Engineer
1404,Jones (R),Republican,House,100,2024-08-28,Individual,MN,Retired,Attorney
1405,Miller (D),Democrat,House,1000,2024-03-15,Super PAC,MI,Retail Co,Consultant
1406,Jones (R),Republican,House,500,2024-01-19,Corporate PAC,AK,Tech Corp,Teacher
1407,Jones (R),Republican,House,50,2024-03-13,Individual,LA,Retired,Sales
1408,Wilson (I),Independent,House,500,2024-12-17,Individual,NY,Not Employed,Attorney
1409,Smith (D),Democrat,Governor,100,2024-07-14,Individual,MA,Finance LLC,Engineer
1410,Taylor (R),Republican,House,50,2024-12-21,Individual,SD,Retired,Sales
1411,Smith (D),Democrat,Senate,500,2024-07-05,PAC,WA,Education,Sales
1412,Smith (D),Democrat,Senate,250,2024-12-21,Corporate PAC,OK,Self-employed,Attorney
1413,Brown (D),Democrat,Governor,500,2024-05-15,Individual,NH,Retired,Retired
1414,Brown (D),Democrat,House,250,2024-10-19,Individual,PA,Self-employed,Teacher
1415,Brown (D),Democrat,Governor,500,2024-02-28,PAC,NY,Not Employed,Consultant
1416,Brown (D),Democrat,House,25,2024-03-31,PAC,GA,Self-employed,Teacher
1417,Davis (R),Republican,Senate,4148.478585534267,2024-07-16,Super PAC,LA,Retired,Attorney
1418,Miller (D),Democrat,Senate,2999.1518473179713,2024-03-29,Individual,IA,Tech Corp,Attorney
1419,Taylor (R),Republican,House,500,2024-01-09,Individual,MI,Retail Co,Attorney
1420,Jones (R),Republican,Governor,7128.849495938661,2024-08-10,Individual,NH,Not Employed,Consultant
1421,Brown (D),Democrat,Senate,250,2024-07-28,Individual,MI,Healthcare Inc,Retired
1422,Smith (D),Democrat,Senate,4085.4144481797316,2024-03-03,Individual,CO,Retired,Attorney
1423,Smith (D),Democrat,Senate,100,2024-07-02,Individual,AR,Self-employed,Engineer
1424,Smith (D),Democrat,House,1000,2024-10-03,PAC,NH,Healthcare Inc,Engineer
1425,Taylor (R),Republican,House,1970.8533157842621,2024-01-06,Individual,MT,Education,Consultant
1426,Jones (R),Republican,Governor,1405.5269930972918,2024-03-28,Individual,VA,Healthcare Inc,Teacher
1427,Miller (D),Democrat,Governor,403.2276328320018,2024-10-20,PAC,OK,Healthcare Inc,Engineer
1428,Davis (R),Republican,House,250,2024-06-08,Union PAC,NY,Not Employed,Business Owner
1429,Taylor (R),Republican,House,24300.49158970727,2024-11-18,Individual,IN,Retail Co,Consultant
1430,Miller (D),Democrat,House,500,2024-08-14,PAC,MT,Healthcare Inc,Retired
1431,Jones (R),Republican,Senate,50,2024-03-18,Corporate PAC,WA,Retail Co,Attorney
1432,Miller (D),Democrat,House,100,2024-05-11,Individual,SD,Education,Engineer
1433,Smith (D),Democrat,Governor,500,2024-11-08,Individual,ND,Healthcare Inc,Sales
1434,Brown (D),Democrat,Senate,500,2024-02-04,Individual,CO,Retired,Healthcare
1435,Miller (D),Democrat,Governor,250,2024-08-28,Individual,WA,Retired,Retired
1436,Taylor (R),Republican,Senate,50,2024-01-29,Individual,MA,Finance LLC,Attorney
1437,Miller (D),Democrat,House,50,2024-04-16,Individual,NV,Not Employed,Sales
1438,Taylor (R),Republican,House,10293.74050199389,2024-03-13,Individual,ID,Finance LLC,Sales
1439,Miller (D),Democrat,House,100,2024-05-11,PAC,AZ,Healthcare Inc,Healthcare
1440,Jones (R),Republican,House,250,2024-09-01,PAC,NE,Retail Co,Teacher
1441,Wilson (I),Independent,House,1000,2024-05-27,Super PAC,SC,Education,Sales
1442,Smith (D),Democrat,Senate,250,2024-10-13,Individual,LA,Education,Attorney
1443,Miller (D),Democrat,Senate,500,2024-03-23,Individual,LA,Not Employed,Retired
1444,Miller (D),Democrat,House,12804.365167990927,2024-05-30,Individual,MN,Finance LLC,Business Owner
1445,Brown (D),Democrat,Governor,21264.772008452615,2024-04-23,Corporate PAC,CO,Not Employed,Attorney
1446,Miller (D),Democrat,House,2800,2024-04-11,PAC,NE,Not Employed,Attorney
1447,Smith (D),Democrat,House,725.0064807478725,2024-03-14,Union PAC,HI,Self-employed,Healthcare
1448,Jones (R),Republican,House,100,2024-06-12,Individual,NC,Healthcare Inc,Attorney
1449,Miller (D),Democrat,House,500,2024-09-28,PAC,IN,Not Employed,Sales
1450,Wilson (I),Independent,Governor,100,2024-06-16,Individual,OR,Retired,Consultant
1451,Brown (D),Democrat,Senate,2704.904537157668,2024-12-19,Individual,IN,Self-employed,Sales
1452,Jones (R),Republican,House,100,2024-01-21,PAC,HI,Finance LLC,Retired
1453,Miller (D),Democrat,House,1000,2024-11-07,Individual,MO,Retail Co,Attorney
1454,Wilson (I),Independent,House,9072.361218426464,2024-05-07,Super PAC,ND,Tech Corp,Business Owner
1455,Taylor (R),Republican,Senate,1000,2024-12-09,Individual,MA,Healthcare Inc,Healthcare
1456,Brown (D),Democrat,House,250,2024-09-20,Super PAC,HI,Tech Corp,Retired
1457,Smith (D),Democrat,House,250,2024-04-10,Individual,TX,Finance LLC,Consultant
1458,Smith (D),Democrat,House,250,2024-01-04,Corporate PAC,NH,Education,Teacher
1459,Taylor (R),Republican,Governor,100,2024-08-26,Individual,NY,Tech Corp,Consultant
1460,Wilson (I),Independent,House,5486.254070161299,2024-12-22,Individual,WY,Retired,Business Owner
1461,Taylor (R),Republican,Governor,25,2024-01-19,Individual,WI,Retired,Consultant
1462,Jones (R),Republican,House,250,2024-10-03,Individual,MA,Tech Corp,Healthcare
1463,Smith (D),Democrat,House,10707.530684309972,2024-09-25,Individual,MN,Healthcare Inc,Retired
1464,Brown (D),Democrat,House,500,2024-08-15,Corporate PAC,NH,Healthcare Inc,Retired
1465,Taylor (R),Republican,House,250,2024-07-30,Individual,NV,Retired,Attorney
1466,Wilson (I),Independent,Senate,500,2024-10-21,Individual,NE,Not Employed,Business Owner
1467,Miller (D),Democrat,House,50,2024-07-15,PAC,MS,Retired,Sales
1468,Miller (D),Democrat,Senate,15055.004736868566,2024-05-09,Corporate PAC,RI,Healthcare Inc,Attorney
1469,Davis (R),Republican,Governor,100,2024-02-23,Individual,IA,Healthcare Inc,Retired
1470,Taylor (R),Republican,House,25,2024-04-01,Corporate PAC,WY,Not Employed,Engineer
1471,Wilson (I),Independent,House,50,2024-12-24,Individual,NV,Self-employed,Consultant
1472,Jones (R),Republican,Senate,1448.904772336203,2024-03-13,Individual,UT,Retired,Business Owner
1473,Wilson (I),Independent,House,100,2024-12-17,Corporate PAC,WV,Finance LLC,Retired
1474,Wilson (I),Independent,House,500,2024-08-22,Individual,WI,Education,Teacher
1475,Wilson (I),Independent,House,2800,2024-10-26,Individual,NM,Not Employed,Teacher
1476,Jones (R),Republican,Senate,100,2024-05-13,Individual,MA,Education,Attorney
1477,Smith (D),Democrat,House,50,2024-09-25,Super PAC,NC,Healthcare Inc,Consultant
1478,Jones (R),Republican,House,4539.456389464099,2024-06-23,Individual,VA,Retail Co,Sales
1479,Wilson (I),Independent,House,50,2024-07-02,Corporate PAC,OH,Tech Corp,Sales
1480,Davis (R),Republican,House,9026.90524356645,2024-10-04,Individual,AL,Finance LLC,Healthcare
1481,Taylor (R),Republican,House,9125.98037615499,2024-02-13,Super PAC,CT,Retail Co,Consultant
1482,Smith (D),Democrat,House,1000,2024-05-03,Corporate PAC,MA,Tech Corp,Sales
1483,Miller (D),Democrat,House,500,2024-06-01,Corporate PAC,WA,Tech Corp,Attorney
1484,Wilson (I),Independent,Senate,100,2024-04-05,PAC,KS,Finance LLC,Healthcare
1485,Miller (D),Democrat,House,100,2024-07-26,Corporate PAC,VA,Finance LLC,Healthcare
1486,Smith (D),Democrat,Governor,50,2024-03-31,Individual,LA,Healthcare Inc,Sales
1487,Wilson (I),Independent,Senate,25,2024-03-11,Corporate PAC,NC,Finance LLC,Consultant
1488,Taylor (R),Republican,Senate,250,2024-09-23,Corporate PAC,MO,Finance LLC,Retired
1489,Smith (D),Democrat,House,3310.4624694756794,2024-10-31,Individual,AR,Retail Co,Engineer
1490,Brown (D),Democrat,House,250,2024-11-15,Individual,AK,Retired,Consultant
1491,Jones (R),Republican,House,100,2024-04-28,Individual,MI,Retired,Retired
1492,Brown (D),Democrat,Senate,7070.496609485098,2024-08-01,Individual,SC,Tech Corp,Attorney
1493,Brown (D),Democrat,House,4383.768197301634,2024-01-04,Corporate PAC,WA,Education,Retired
1494,Brown (D),Democrat,House,1928.666709884629,2024-06-28,Individual,NM,Retail Co,Business Owner
1495,Miller (D),Democrat,House,250,2024-11-24,PAC,MA,Education,Retired
1496,Jones (R),Republican,Senate,100,2024-10-27,PAC,RI,Retail Co,Attorney
1497,Davis (R),Republican,Senate,250,2024-07-04,Corporate PAC,NY,Healthcare Inc,Healthcare
1498,Smith (D),Democrat,Governor,100,2024-12-08,Union PAC,LA,Education,Business Owner
1499,Taylor (R),Republican,Senate,500,2024-09-02,Individual,TN,Self-employed,Consultant
1500,Smith (D),Democrat,House,100,2024-08-11,PAC,UT,Not Employed,Sales
1501,Wilson (I),Independent,House,1775.976428140756,2024-08-04,Super PAC,MA,Self-employed,Healthcare
1502,Brown (D),Democrat,Senate,50,2024-04-27,Individual,MN,Education,Engineer
1503,Wilson (I),Independent,House,50,2024-08-26,Individual,ME,Self-employed,Sales
1504,Wilson (I),Independent,Senate,9677.787131351717,2024-06-28,Individual,MS,Retired,Healthcare
1505,Jones (R),Republican,Governor,250,2024-11-08,Corporate PAC,AK,Retired,Business Owner
1506,Davis (R),Republican,Senate,250,2024-12-23,Individual,UT,Self-employed,Attorney
1507,Davis (R),Republican,House,100,2024-12-28,Individual,ID,Healthcare Inc,Healthcare
1508,Miller (D),Democrat,House,2800,2024-05-10,Corporate PAC,TX,Not Employed,Engineer
1509,Miller (D),Democrat,House,8233.198122387781,2024-06-27,Union PAC,NJ,Not Employed,Sales
1510,Miller (D),Democrat,Governor,100,2024-08-14,Individual,NJ,Retired,Attorney
1511,Smith (D),Democrat,House,50,2024-11-22,Super PAC,ID,Retail Co,Teacher
1512,Wilson (I),Independent,Governor,24486.363964357635,2024-11-24,Union PAC,MS,Finance LLC,Teacher
1513,Miller (D),Democrat,Senate,250,2024-02-21,Individual,IN,Tech Corp,Business Owner
1514,Taylor (R),Republican,House,1000,2024-04-10,Individual,WV,Retail Co,Retired
1515,Wilson (I),Independent,House,250,2024-12-05,PAC,NJ,Finance LLC,Teacher
1516,Jones (R),Republican,Senate,500,2024-08-24,Individual,LA,Education,Consultant
1517,Jones (R),Republican,House,1472.9687561937276,2024-05-08,Union PAC,HI,Healthcare Inc,Retired
1518,Miller (D),Democrat,House,3840.6662466874623,2024-05-09,PAC,GA,Education,Consultant
1519,Miller (D),Democrat,House,2800,2024-03-02,Individual,IN,Tech Corp,Sales
1520,Smith (D),Democrat,House,1000,2024-10-13,PAC,ID,Healthcare Inc,Consultant
1521,Davis (R),Republican,Senate,50,2024-09-05,Individual,TX,Tech Corp,Attorney
1522,Wilson (I),Independent,House,100,2024-03-22,Individual,MN,Tech Corp,Healthcare
1523,Smith (D),Democrat,Senate,500,2024-09-02,Individual,TX,Self-employed,Business Owner
1524,Smith (D),Democrat,Governor,100,2024-05-10,Individual,ID,Self-employed,Healthcare
1525,Smith (D),Democrat,Senate,14125.880779312442,2024-12-04,Super PAC,RI,Retired,Retired
1526,Davis (R),Republican,Governor,25,2024-07-21,Individual,CO,Tech Corp,Attorney
1527,Miller (D),Democrat,Senate,250,2024-08-06,PAC,WV,Tech Corp,Engineer
1528,Smith (D),Democrat,House,50,2024-08-07,PAC,ND,Retail Co,Business Owner
1529,Wilson (I),Independent,Senate,100,2024-12-21,Individual,ME,Finance LLC,Consultant
1530,Miller (D),Democrat,Governor,1000,2024-11-10,Super PAC,ME,Healthcare Inc,Consultant
1531,Wilson (I),Independent,House,50,2024-05-19,PAC,OR,Not Employed,Business Owner
1532,Taylor (R),Republican,Senate,2800,2024-07-27,Individual,SC,Tech Corp,Healthcare
1533,Taylor (R),Republican,House,500,2024-01-22,Corporate PAC,AR,Healthcare Inc,Attorney
1534,Miller (D),Democrat,House,500,2024-09-01,Individual,GA,Retail Co,Engineer
1535,Jones (R),Republican,Governor,100,2024-03-12,Individual,NC,Education,Healthcare
1536,Miller (D),Democrat,Senate,1698.9708689547629,2024-12-20,Super PAC,WA,Self-employed,Healthcare
1537,Wilson (I),Independent,House,860.871389264629,2024-09-01,Individual,GA,Retail Co,Sales
1538,Davis (R),Republican,Senate,250,2024-10-30,PAC,WA,Retail Co,Business Owner
1539,Taylor (R),Republican,Governor,100,2024-06-16,Individual,FL,Self-employed,Healthcare
1540,Taylor (R),Republican,Senate,250,2024-10-13,Corporate PAC,AZ,Retail Co,Sales
1541,Wilson (I),Independent,House,500,2024-08-31,Union PAC,DE,Self-employed,Retired
1542,Wilson (I),Independent,Governor,3025.52917442823,2024-07-19,Individual,AZ,Tech Corp,Healthcare
1543,Brown (D),Democrat,House,250,2024-10-03,Individual,IA,Self-employed,Attorney
