"","studentid","term","year","midterm"
"777",298740,"Fall",2020,72.88
"778",221655,"Winter",2018,77.67
"779",222852,"Spring",2012,68.09
"780",224131,"Summer",2017,87.11
"781",263120,"Fall",2014,95.63
"782",217672,"Winter",2013,80.95
"783",272552,"Spring",2018,83.44
"784",215166,"Summer",2019,66.14
"785",218215,"Fall",2019,88.13
"786",207668,"Winter",2017,67.66
"787",218093,"Spring",2016,99.9
"788",203928,"Summer",2019,73.94
"789",236111,"Fall",2018,101.75
"790",267171,"Winter",2017,76.59
"791",236505,"Spring",2016,62.27
"792",256906,"Summer",2018,76.34
"793",223057,"Fall",2015,69.91
"794",244966,"Winter",2019,70.82
"795",264005,"Spring",2012,63.8
"796",288389,"Summer",2014,75.52
"797",282196,"Fall",2017,94.81
"798",270770,"Winter",2017,78.69
"799",284801,"Spring",2013,69.57
"800",251383,"Summer",2020,87.02
"801",280103,"Fall",2021,92.74
"802",259708,"Winter",2014,77.66
"803",288657,"Spring",2019,77.23
"804",293729,"Summer",2017,82.36
"805",289928,"Fall",2014,95.5
"806",274793,"Winter",2019,87.88
"807",228979,"Spring",2015,92.79
"808",266445,"Summer",2017,70.05
"809",202517,"Fall",2018,65
"810",279647,"Winter",2012,55.67
"811",268409,"Spring",2013,84.59
"812",293766,"Summer",2014,70.99
"813",254527,"Fall",2016,70.49
"814",215599,"Winter",2015,61.42
"815",217897,"Spring",2019,71.42
"816",235056,"Summer",2021,99.14
"817",222727,"Fall",2018,72.41
"818",217055,"Winter",2019,104.05
"819",217596,"Spring",2015,75.95
"820",204999,"Summer",2014,72.69
"821",279058,"Fall",2020,83.86
"822",201533,"Winter",2016,76.16
"823",265808,"Spring",2015,71.32
"824",292199,"Summer",2015,91.26
"825",287121,"Fall",2015,92.95
"826",247448,"Winter",2022,82.75
"827",249297,"Spring",2014,94.76
"828",288365,"Summer",2015,68.68
"829",278807,"Fall",2013,93.98
"830",283499,"Winter",2018,63.59
"831",216281,"Spring",2016,98.7
"832",270121,"Summer",2013,92.01
"833",288376,"Fall",2018,63.82
"834",252886,"Winter",2015,67.17
"835",231393,"Spring",2020,76.95
"836",208549,"Summer",2022,72.57
"837",294038,"Fall",2020,78.91
"838",258610,"Winter",2019,83.93
"839",268717,"Spring",2014,106.87
"840",267767,"Summer",2017,100.84
"841",274982,"Fall",2014,82.93
"842",215348,"Winter",2015,83.98
"843",290797,"Spring",2020,60.48
"844",276280,"Summer",2013,71.27
"845",296269,"Fall",2013,91.64
"846",214424,"Winter",2017,65.62
"847",227543,"Spring",2017,67.33
"848",268358,"Summer",2017,79.02
"849",223544,"Fall",2018,57.18
"850",285607,"Winter",2017,93.66
"851",298977,"Spring",2022,78.52
"852",266063,"Summer",2016,93.84
"853",213877,"Fall",2018,82.14
"854",294610,"Winter",2017,66.19
"855",241902,"Spring",2022,76.64
"856",259072,"Summer",2016,62.61
"857",292398,"Fall",2015,91.3
"858",212086,"Winter",2019,84.17
"859",204313,"Spring",2017,69.25
"860",292056,"Summer",2013,65.94
"861",258633,"Fall",2017,65.25
"862",280353,"Winter",2014,67.77
"863",211521,"Spring",2022,90.42
"864",265436,"Summer",2016,64.56
"865",236536,"Fall",2013,90.86
"866",287527,"Winter",2022,55.76
"867",201565,"Spring",2018,64.65
"868",235413,"Summer",2013,82.31
"869",285461,"Fall",2018,94.07
"870",202737,"Winter",2016,85.8
"871",245414,"Spring",2014,63.71
"872",245461,"Summer",2014,77.96
"873",241723,"Fall",2016,91.95
"874",283298,"Winter",2013,83.61
"875",265641,"Spring",2013,68.97
"876",201401,"Summer",2021,78.9
"877",298475,"Fall",2014,78.7
"878",258938,"Winter",2017,59.3
"879",285859,"Spring",2019,87.16
"880",294042,"Summer",2016,79.08
"881",239706,"Fall",2019,76.32
"882",286879,"Winter",2017,60.87
"883",259157,"Spring",2016,92.19
"884",212887,"Summer",2019,69.81
"885",253217,"Fall",2019,84.01
"886",237146,"Winter",2019,79.04
"887",216579,"Spring",2021,52.74
"888",291467,"Summer",2021,75.74
"889",202749,"Fall",2020,69.69
"890",249681,"Winter",2018,83.42
"891",219763,"Spring",2020,72.38
"892",266658,"Summer",2020,87.4
"893",269345,"Fall",2018,79.51
"894",294624,"Winter",2016,75.41
"895",266002,"Spring",2017,76.77
"896",218519,"Summer",2014,81.24
"897",241724,"Fall",2014,90.67
"898",224773,"Winter",2022,60.63
"899",269614,"Spring",2014,79.3
"900",293628,"Summer",2014,83.47
"901",240064,"Fall",2019,82.61
"902",212070,"Winter",2021,70.23
"903",276465,"Spring",2014,70.67
"904",264457,"Summer",2020,88.97
"905",206944,"Fall",2014,69.74
"906",222988,"Winter",2016,81.83
"907",213651,"Spring",2016,82.63
"908",298605,"Summer",2016,83.92
"909",210319,"Fall",2020,86.64
"910",208755,"Winter",2012,81.09
"911",263064,"Spring",2014,69.31
"912",214709,"Summer",2018,93.69
"913",200120,"Fall",2021,81.82
"914",224455,"Winter",2021,80.21
"915",211560,"Spring",2020,79.38
"916",268535,"Summer",2021,80.35
"917",257760,"Fall",2017,87.84
"918",255510,"Winter",2019,71.48
"919",247105,"Spring",2016,81.04
"920",268216,"Summer",2018,82.73
"921",241395,"Fall",2015,67.64
"922",200430,"Winter",2019,67.44
"923",276317,"Spring",2017,64.53
"924",205378,"Summer",2014,71.41
"925",248455,"Fall",2015,83.12
"926",239547,"Winter",2016,73.58
"927",220969,"Spring",2016,70.96
"928",219459,"Summer",2021,60.22
"929",200405,"Fall",2013,57.63
"930",294025,"Winter",2015,76.38
"931",274273,"Spring",2012,70.15
"932",297717,"Summer",2014,87.5
"933",260277,"Fall",2018,89.42
"934",297629,"Winter",2017,80.22
"935",292933,"Spring",2018,85.3
"936",294860,"Summer",2013,84.32
"937",266387,"Fall",2017,76.4
"938",265369,"Winter",2017,79.56
"939",262559,"Spring",2014,83.53
"940",299106,"Summer",2015,70.99
"941",255895,"Fall",2014,90.44
"942",249417,"Winter",2015,82.2
"943",288800,"Spring",2015,91.73
"944",232821,"Summer",2017,72.31
"945",294912,"Fall",2013,70.89
"946",240397,"Winter",2014,79.41
"947",284608,"Spring",2018,81.24
"948",264318,"Summer",2017,56.4
"949",246840,"Fall",2013,81.11
"950",256924,"Winter",2016,58.75
"951",285929,"Spring",2017,79.13
"952",267934,"Summer",2015,70.49
"953",248636,"Fall",2021,79.27
"954",283105,"Winter",2020,74.63
"955",263560,"Spring",2018,102.39
"956",211476,"Summer",2015,76.78
"957",232802,"Fall",2012,67.67
"958",282566,"Winter",2020,58.86
"959",261846,"Spring",2019,86.39
"960",227852,"Summer",2021,55.85
"961",286040,"Fall",2012,71.69
"962",208751,"Winter",2014,70.76
"963",201154,"Spring",2015,85.05
"964",261277,"Summer",2021,62.83
"965",233422,"Fall",2015,90.16
"966",211992,"Winter",2019,68.68
"967",210714,"Spring",2013,105.07
"968",292655,"Summer",2018,70.76
"969",259834,"Fall",2021,83.95
"970",268764,"Winter",2014,73.32
"971",259778,"Spring",2022,85.29
"972",249608,"Summer",2014,70.56
"973",291520,"Fall",2014,86.53
"974",259966,"Winter",2018,87.76
"975",218711,"Spring",2016,75.54
"976",244111,"Summer",2018,89.07
"977",236599,"Fall",2015,70.84
"978",204497,"Winter",2018,64.38
"979",249110,"Spring",2019,65.72
"980",298493,"Summer",2021,72.49
"981",274446,"Fall",2019,89.25
"982",211757,"Winter",2015,79.08
"983",279406,"Spring",2013,65.45
"984",278845,"Summer",2013,105.96
"985",288326,"Fall",2016,84.45
"986",217480,"Winter",2016,62.07
"987",281118,"Spring",2015,85.95
"988",236482,"Summer",2018,73.29
"989",271231,"Fall",2013,82.68
"990",205009,"Winter",2013,81.71
"991",244993,"Spring",2015,66.9
"992",287361,"Summer",2015,58.6
"993",282534,"Fall",2012,112.27
"994",261074,"Winter",2013,84.7
"995",255194,"Spring",2018,78.02
"996",283127,"Summer",2019,88.21
"997",221659,"Fall",2013,81.55
"998",262351,"Winter",2015,59.56
"999",286994,"Spring",2015,78.72
"1000",224475,"Summer",2012,65.61
"1001",207155,"Fall",2013,66.73
"1002",264786,"Winter",2015,84.82
"1003",207855,"Spring",2016,76.44
"1004",295816,"Summer",2020,80.09
"1005",236736,"Fall",2014,82.28
"1006",267851,"Winter",2015,60.06
"1007",221303,"Spring",2020,68.99
"1008",290639,"Summer",2017,63.58
"1009",215063,"Fall",2018,75.85
"1010",261571,"Winter",2018,73.32
"1011",286952,"Spring",2017,87.55
"1012",230547,"Summer",2018,90.58
"1013",269025,"Fall",2021,69.41
"1014",289642,"Winter",2019,55.52
"1015",240625,"Spring",2016,73.91
"1016",269077,"Summer",2019,52.57
"1017",223400,"Fall",2020,69.83
"1018",200206,"Winter",2020,81.49
"1019",217836,"Spring",2015,88.78
"1020",264513,"Summer",2021,68.61
"1021",246536,"Fall",2013,98.43
"1022",244715,"Winter",2016,70.97
"1023",291552,"Spring",2015,76.35
"1024",208933,"Summer",2014,77.69
"1025",207605,"Fall",2016,81.54
"1026",221655,"Winter",2020,66.98
"1027",264881,"Spring",2015,71.67
"1028",225449,"Summer",2014,80.04
"1029",295332,"Fall",2022,83.64
"1030",239679,"Winter",2014,78.98
"1031",283132,"Spring",2017,57.7
"1032",271968,"Summer",2014,73.1
"1033",228452,"Fall",2012,112.29
"1034",266155,"Winter",2015,91.8
"1035",263393,"Spring",2017,71.97
"1036",258361,"Summer",2014,76.56
"1037",235428,"Fall",2015,59.15
"1038",294616,"Winter",2020,72.58
"1039",288810,"Spring",2021,83.31
"1040",254105,"Summer",2019,81.02
"1041",240364,"Fall",2019,67.22
"1042",226316,"Winter",2022,72.54
"1043",238187,"Spring",2016,93.2
"1044",234169,"Summer",2021,75.85
"1045",220740,"Fall",2018,81.06
"1046",209716,"Winter",2016,71.05
"1047",278088,"Spring",2021,86.54
"1048",299909,"Summer",2013,86.52
"1049",218566,"Fall",2014,83.69
"1050",201240,"Winter",2020,86.56
"1051",214876,"Spring",2013,72.68
"1052",216860,"Summer",2013,79.32
"1053",265030,"Fall",2014,83.48
"1054",298609,"Winter",2018,60.3
"1055",211412,"Spring",2019,81.57
"1056",211301,"Summer",2016,79.92
"1057",236759,"Fall",2017,75.25
"1058",278201,"Winter",2018,83.87
"1059",286472,"Spring",2017,65.5
"1060",236971,"Summer",2014,63.78
"1061",225703,"Fall",2018,69.21
"1062",222410,"Winter",2018,55.2
"1063",256089,"Spring",2017,88.77
"1064",289422,"Summer",2015,89.26
"1065",265831,"Fall",2015,99.55
"1066",201265,"Winter",2015,72.19
"1067",242664,"Spring",2018,68.74
"1068",285796,"Summer",2021,63.42
"1069",213929,"Fall",2016,83.44
"1070",235804,"Winter",2013,71.81
"1071",291540,"Spring",2022,79.34
"1072",224301,"Summer",2019,68.82
"1073",287226,"Fall",2015,84.64
"1074",250493,"Winter",2022,61.23
"1075",282373,"Spring",2018,76.49
"1076",267343,"Summer",2021,79.67
"1077",201756,"Fall",2017,86.06
"1078",217460,"Winter",2014,77.99
"1079",254826,"Spring",2020,73.48
"1080",285715,"Summer",2020,71.02
"1081",288333,"Fall",2017,94.25
"1082",264867,"Winter",2017,68.14
"1083",263285,"Spring",2020,76.2
"1084",256477,"Summer",2017,78.45
"1085",222706,"Fall",2016,69.42
"1086",271156,"Winter",2013,72.25
"1087",270825,"Spring",2012,80.74
"1088",299131,"Summer",2019,69.25
"1089",214302,"Fall",2015,84.06
"1090",288320,"Winter",2013,76.03
"1091",218832,"Spring",2015,66.78
"1092",253638,"Summer",2019,80.24
"1093",249557,"Fall",2015,84.87
"1094",240667,"Winter",2016,83.62
"1095",257470,"Spring",2016,83.44
"1096",259679,"Summer",2019,66.12
"1097",267936,"Fall",2018,95.22
"1098",292724,"Winter",2018,75.16
"1099",228267,"Spring",2015,75.36
"1100",213622,"Summer",2021,57.86
"1101",217176,"Fall",2021,90.63
"1102",288547,"Winter",2022,97.43
"1103",259517,"Spring",2018,77.68
"1104",282201,"Summer",2014,83.82
"1105",229064,"Fall",2019,78.66
"1106",220601,"Winter",2017,59.57
"1107",252061,"Spring",2022,65.16
"1108",277064,"Summer",2013,64.77
"1109",225130,"Fall",2017,86.46
"1110",226043,"Winter",2016,76.25
"1111",210078,"Spring",2018,82.56
"1112",210222,"Summer",2022,85.71
"1113",239922,"Fall",2020,96.12
"1114",237381,"Winter",2021,70.86
"1115",203585,"Spring",2018,78.5
"1116",213625,"Summer",2021,74.75
"1117",246326,"Fall",2014,89.98
"1118",246506,"Winter",2014,76.18
"1119",231214,"Spring",2016,76.5
"1120",234274,"Summer",2013,77.79
"1121",277334,"Fall",2021,77.22
"1122",210449,"Winter",2022,64.84
"1123",241693,"Spring",2014,69.36
"1124",238125,"Summer",2016,86.21
"1125",282490,"Fall",2018,87.17
"1126",205839,"Winter",2017,84.57
"1127",278456,"Spring",2015,91.75
"1128",255964,"Summer",2019,92.1
"1129",235349,"Fall",2019,83.15
"1130",249592,"Winter",2021,61.61
"1131",235669,"Spring",2016,78.65
"1132",223171,"Summer",2016,94.97
"1133",263958,"Fall",2016,95.25
"1134",248281,"Winter",2017,64.41
"1135",215574,"Spring",2014,50.26
"1136",226766,"Summer",2015,72.08
"1137",256411,"Fall",2019,77.95
"1138",224460,"Winter",2016,64.65
"1139",295677,"Spring",2016,85.52
"1140",275871,"Summer",2016,59.78
"1141",212447,"Fall",2016,76.31
"1142",214231,"Winter",2017,58.99
"1143",293324,"Spring",2022,71.73
"1144",296489,"Summer",2017,79.8
"1145",257677,"Fall",2017,84.38
"1146",279173,"Winter",2015,66.18
"1147",211496,"Spring",2019,86.29
"1148",259964,"Summer",2013,74.81
"1149",248926,"Fall",2014,89.43
"1150",209402,"Winter",2016,81.86
"1151",252235,"Spring",2013,77.99
"1152",218097,"Summer",2019,82.4
"1153",211118,"Fall",2019,56.89
"1154",269993,"Winter",2016,61.39
"1155",268518,"Spring",2021,87.77
"1156",251141,"Summer",2021,81.76
"1157",226891,"Fall",2018,82.78
"1158",235136,"Winter",2019,61.38
"1159",220801,"Spring",2021,56.23
"1160",218533,"Summer",2014,66.54
"1161",251789,"Fall",2022,84.76
"1162",233517,"Winter",2019,66.79
"1163",242023,"Spring",2012,62.57
"1164",234051,"Summer",2015,85.43
"1165",290918,"Fall",2018,81.9
"1166",256358,"Winter",2021,71.35
"1167",235953,"Spring",2013,83.65
"1168",289179,"Summer",2018,75.87
"1169",205007,"Fall",2015,60.44
"1170",299402,"Winter",2016,83.36
"1171",298233,"Spring",2013,80.07
"1172",282038,"Summer",2020,85.2
"1173",236612,"Fall",2022,82.77
"1174",233679,"Winter",2014,78.56
"1175",229725,"Spring",2015,68.96
"1176",248074,"Summer",2014,68.17
"1177",249905,"Fall",2012,87.38
"1178",232526,"Winter",2012,75.9
"1179",271933,"Spring",2013,70.58
"1180",236907,"Summer",2013,93.87
"1181",269431,"Fall",2019,66.72
"1182",268430,"Winter",2012,68.25
"1183",201334,"Spring",2020,63.09
"1184",208311,"Summer",2019,79.09
"1185",291507,"Fall",2020,85.21
"1186",263143,"Winter",2022,94.41
"1187",230225,"Spring",2015,75.87
"1188",293669,"Summer",2019,75.34
"1189",236691,"Fall",2021,74.98
"1190",290210,"Winter",2019,61.66
"1191",259898,"Spring",2017,90.59
"1192",202633,"Summer",2017,81.18
"1193",235150,"Fall",2013,77.71
"1194",251005,"Winter",2019,76.42
"1195",211735,"Spring",2022,70.05
"1196",263059,"Summer",2021,67.79
"1197",218546,"Fall",2013,81.91
"1198",250166,"Winter",2014,84.26
"1199",296357,"Spring",2015,71.69
"1200",215432,"Summer",2013,79.63
"1201",248077,"Fall",2014,106.27
"1202",234337,"Winter",2021,76.9
"1203",291308,"Spring",2014,94.01
"1204",248996,"Summer",2020,73.53
"1205",281977,"Fall",2014,85.81
"1206",273246,"Winter",2015,77.07
"1207",277501,"Spring",2020,94.34
"1208",259911,"Summer",2016,66.32
"1209",227639,"Fall",2014,74.46
"1210",291960,"Winter",2017,70.78
"1211",210593,"Spring",2012,82.08
"1212",295790,"Summer",2014,85.09
"1213",263391,"Fall",2014,72.69
"1214",226039,"Winter",2020,65.94
"1215",250934,"Spring",2016,73.29
"1216",263390,"Summer",2013,89.31
"1217",252204,"Fall",2019,78.55
"1218",205780,"Winter",2021,84.04
"1219",211537,"Spring",2020,87.1
"1220",241600,"Summer",2021,79.34
"1221",201319,"Fall",2017,77.45
"1222",216826,"Winter",2019,65.31
"1223",215512,"Spring",2013,84.79
"1224",241533,"Summer",2013,86.16
"1225",249381,"Fall",2020,90.04
"1226",248541,"Winter",2021,62.96
"1227",220899,"Spring",2020,84.51
"1228",297847,"Summer",2018,83.6
"1229",289092,"Fall",2020,91.31
"1230",277979,"Winter",2021,61.02
"1231",201235,"Spring",2017,79.31
"1232",248727,"Summer",2021,79.27
"1233",244384,"Fall",2022,76.75
"1234",271329,"Winter",2020,73.33
"1235",249909,"Spring",2013,77.08
"1236",207790,"Summer",2019,88.34
"1237",269997,"Fall",2016,87.67
"1238",210174,"Winter",2019,65.38
"1239",254631,"Spring",2012,78.57
"1240",237474,"Summer",2013,71.45
"1241",271875,"Fall",2015,73.53
"1242",205700,"Winter",2019,81.62
"1243",286426,"Spring",2021,77.32
"1244",280271,"Summer",2020,76.47
"1245",297074,"Fall",2019,90.38
"1246",211297,"Winter",2020,83.82
"1247",266584,"Spring",2017,79.82
"1248",272612,"Summer",2016,86.3
"1249",212006,"Fall",2016,74.59
"1250",217198,"Winter",2021,51.89
"1251",247613,"Spring",2014,55.07
"1252",209627,"Summer",2013,87.58
"1253",202317,"Fall",2022,86.04
"1254",210665,"Winter",2019,81.67
"1255",272402,"Spring",2016,68.41
"1256",275384,"Summer",2015,89.51
"1257",254478,"Fall",2017,80.01
"1258",226720,"Winter",2015,81.44
"1259",252680,"Spring",2014,78.5
"1260",218672,"Summer",2017,71.73
"1261",295650,"Fall",2020,80.71
"1262",245973,"Winter",2016,76.59
"1263",244587,"Spring",2013,77.86
"1264",280386,"Summer",2022,66.9
"1265",217983,"Fall",2019,78.62
"1266",292702,"Winter",2021,88.56
"1267",296253,"Spring",2017,74.91
"1268",229888,"Summer",2017,82.95
"1269",227176,"Fall",2020,74.63
"1270",261770,"Winter",2013,54.83
"1271",239963,"Spring",2020,81.73
"1272",225119,"Summer",2017,78.09
"1273",240375,"Fall",2017,89.17
"1274",277465,"Winter",2014,81.77
"1275",291311,"Spring",2019,73.8
"1276",254005,"Summer",2017,77.54
"1277",247803,"Fall",2017,97.77
"1278",200962,"Winter",2018,65.73
"1279",273635,"Spring",2013,72.13
"1280",253657,"Summer",2021,78.33
"1281",286670,"Fall",2014,83.01
"1282",220589,"Winter",2021,60.36
"1283",213195,"Spring",2016,63.26
"1284",276394,"Summer",2016,72.45
"1285",248595,"Fall",2017,87.77
"1286",263535,"Winter",2018,78.75
"1287",274646,"Spring",2014,71.86
"1288",232023,"Summer",2018,82.76
"1289",290392,"Fall",2020,86.94
"1290",238178,"Winter",2016,86.67
"1291",228209,"Spring",2017,76.37
"1292",223905,"Summer",2018,81.02
"1293",262383,"Fall",2022,95.01
"1294",247308,"Winter",2012,78.91
"1295",279298,"Spring",2021,81.73
"1296",227354,"Summer",2013,69.77
"1297",243941,"Fall",2020,87.16
"1298",228801,"Winter",2021,82.26
"1299",225301,"Spring",2013,84.14
"1300",241004,"Summer",2020,80.36
"1301",232815,"Fall",2018,66.52
"1302",225345,"Winter",2012,68.2
"1303",208300,"Spring",2013,75.7
"1304",244909,"Summer",2014,71.92
"1305",222258,"Fall",2016,78.79
"1306",217309,"Winter",2014,68.75
"1307",215998,"Spring",2021,79.38
"1308",267761,"Summer",2016,78.14
"1309",236649,"Fall",2016,101.19
"1310",279805,"Winter",2016,49.81
"1311",204719,"Spring",2013,94.36
"1312",219716,"Summer",2013,68.26
"1313",290192,"Fall",2020,95.51
"1314",291347,"Winter",2022,66.37
"1315",293314,"Spring",2018,69.19
"1316",229380,"Summer",2013,73.62
"1317",281783,"Fall",2020,79.76
"1318",255745,"Winter",2020,75.13
"1319",251517,"Spring",2018,87.55
"1320",229151,"Summer",2015,81.85
"1321",220961,"Fall",2017,96.32
"1322",265629,"Winter",2017,65.52
"1323",245390,"Spring",2018,74.1
"1324",227331,"Summer",2017,73.67
"1325",294088,"Fall",2022,88.73
"1326",243768,"Winter",2019,70.63
"1327",249822,"Spring",2020,83.75
"1328",296173,"Summer",2022,91.57
"1329",240161,"Fall",2017,64.85
"1330",231332,"Winter",2015,92.03
"1331",232596,"Spring",2018,81.2
"1332",271853,"Summer",2017,91.41
"1333",271008,"Fall",2013,89.03
"1334",269210,"Winter",2019,78.37
"1335",288604,"Spring",2016,93.75
"1336",210226,"Summer",2014,72.25
"1337",290196,"Fall",2013,82
"1338",291141,"Winter",2012,64.68
"1339",269002,"Spring",2021,65.89
"1340",263272,"Summer",2017,80.07
"1341",264967,"Fall",2013,92.27
"1342",257645,"Winter",2017,89.61
"1343",270064,"Spring",2015,81.1
"1344",243931,"Summer",2018,79.4
"1345",253037,"Fall",2018,89.14
"1346",212472,"Winter",2017,69.69
"1347",202554,"Spring",2016,75.79
"1348",259465,"Summer",2015,66.41
"1349",257669,"Fall",2013,83.49
"1350",288569,"Winter",2022,77.99
"1351",242999,"Spring",2014,80.56
"1352",283307,"Summer",2021,95.44
"1353",260871,"Fall",2018,61.14
"1354",267652,"Winter",2019,79.41
"1355",255606,"Spring",2015,77.35
"1356",274517,"Summer",2017,71.13
"1357",243760,"Fall",2020,86.17
"1358",207227,"Winter",2015,62.47
"1359",277317,"Spring",2018,80.59
"1360",252649,"Summer",2019,69.05
"1361",290802,"Fall",2013,114.66
"1362",221781,"Winter",2020,83.56
"1363",286905,"Spring",2019,83.27
"1364",253905,"Summer",2019,72.24
"1365",215741,"Fall",2015,98.49
"1366",298440,"Winter",2018,71.15
"1367",262214,"Spring",2022,72.85
"1368",246058,"Summer",2014,83.32
"1369",211892,"Fall",2017,81.58
"1370",267498,"Winter",2019,72.53
"1371",220739,"Spring",2012,74.95
"1372",260784,"Summer",2014,67.61
"1373",294932,"Fall",2018,89.62
"1374",259386,"Winter",2022,83.7
"1375",274153,"Spring",2017,60.32
"1376",214362,"Summer",2022,82.49
"1377",262248,"Fall",2014,85.26
"1378",202056,"Winter",2020,59.35
"1379",202560,"Spring",2019,67.78
