voter_id,treatment,age_group,education,baseline_turnout_prob,treatment_effect,voted_2022
557,Control,18-29,Bachelor's,0.35,0,1
558,Postcard,30-49,Some College,0.52,0.05,1
559,Phone Call,50-64,High School,0.68,0.08,1
560,Postcard,65+,Some College,0.74,0.05,1
561,Control,65+,Bachelor's,0.74,0,1
562,Personal Visit,30-49,Graduate,0.52,0.12,0
563,Postcard,50-64,High School,0.68,0.05,0
564,Postcard,18-29,High School,0.35,0.05,1
565,Personal Visit,30-49,Some College,0.52,0.12,1
566,Phone Call,30-49,High School,0.52,0.08,0
567,Personal Visit,50-64,High School,0.68,0.12,0
568,Phone Call,18-29,High School,0.35,0.08,0
569,Control,18-29,High School,0.35,0,1
570,Postcard,50-64,Graduate,0.68,0.05,1
571,Control,18-29,High School,0.35,0,0
572,Postcard,30-49,Some College,0.52,0.05,0
573,Personal Visit,30-49,Some College,0.52,0.12,1
574,Personal Visit,30-49,Graduate,0.52,0.12,1
575,Personal Visit,50-64,Bachelor's,0.68,0.12,1
576,Phone Call,50-64,Graduate,0.68,0.08,0
577,Control,50-64,High School,0.68,0,0
578,Phone Call,50-64,Bachelor's,0.68,0.08,1
579,Personal Visit,30-49,High School,0.52,0.12,1
580,Personal Visit,30-49,Some College,0.52,0.12,0
581,Phone Call,30-49,Bachelor's,0.52,0.08,0
582,Personal Visit,50-64,Graduate,0.68,0.12,1
583,Phone Call,30-49,Bachelor's,0.52,0.08,1
584,Personal Visit,30-49,High School,0.52,0.12,0
585,Postcard,18-29,Graduate,0.35,0.05,0
586,Postcard,30-49,High School,0.52,0.05,0
587,Postcard,30-49,High School,0.52,0.05,1
588,Phone Call,65+,Some College,0.74,0.08,1
589,Personal Visit,50-64,Some College,0.68,0.12,1
590,Personal Visit,18-29,High School,0.35,0.12,0
591,Phone Call,50-64,Some College,0.68,0.08,1
592,Phone Call,18-29,High School,0.35,0.08,1
593,Personal Visit,65+,Graduate,0.74,0.12,1
594,Postcard,50-64,Graduate,0.68,0.05,1
595,Personal Visit,65+,Bachelor's,0.74,0.12,1
596,Postcard,30-49,Some College,0.52,0.05,0
597,Phone Call,50-64,Some College,0.68,0.08,1
598,Postcard,50-64,Some College,0.68,0.05,1
599,Personal Visit,50-64,Bachelor's,0.68,0.12,1
600,Personal Visit,50-64,Graduate,0.68,0.12,1
601,Postcard,65+,Graduate,0.74,0.05,1
602,Postcard,18-29,Some College,0.35,0.05,0
603,Phone Call,50-64,Some College,0.68,0.08,0
604,Postcard,30-49,Bachelor's,0.52,0.05,1
605,Personal Visit,65+,Some College,0.74,0.12,1
606,Personal Visit,30-49,High School,0.52,0.12,0
607,Phone Call,18-29,Graduate,0.35,0.08,0
608,Control,50-64,Bachelor's,0.68,0,1
609,Phone Call,18-29,Some College,0.35,0.08,1
610,Control,50-64,High School,0.68,0,0
611,Personal Visit,30-49,High School,0.52,0.12,1
612,Control,50-64,Graduate,0.68,0,1
613,Phone Call,50-64,Bachelor's,0.68,0.08,0
614,Phone Call,50-64,High School,0.68,0.08,1
615,Personal Visit,18-29,Bachelor's,0.35,0.12,1
616,Phone Call,18-29,High School,0.35,0.08,1
617,Phone Call,18-29,Some College,0.35,0.08,1
618,Postcard,50-64,High School,0.68,0.05,1
619,Personal Visit,50-64,Some College,0.68,0.12,1
620,Control,30-49,High School,0.52,0,0
621,Postcard,50-64,Bachelor's,0.68,0.05,1
622,Personal Visit,18-29,Some College,0.35,0.12,1
623,Phone Call,50-64,High School,0.68,0.08,1
624,Control,30-49,Some College,0.52,0,0
625,Control,30-49,Some College,0.52,0,1
626,Postcard,18-29,High School,0.35,0.05,0
627,Control,65+,Some College,0.74,0,1
628,Phone Call,50-64,Some College,0.68,0.08,1
629,Postcard,30-49,Bachelor's,0.52,0.05,1
630,Phone Call,65+,Bachelor's,0.74,0.08,1
631,Phone Call,50-64,High School,0.68,0.08,1
632,Postcard,65+,Some College,0.74,0.05,1
633,Control,30-49,High School,0.52,0,1
634,Personal Visit,18-29,Graduate,0.35,0.12,1
635,Postcard,30-49,Some College,0.52,0.05,1
636,Phone Call,30-49,Bachelor's,0.52,0.08,0
637,Postcard,30-49,High School,0.52,0.05,0
638,Control,18-29,Bachelor's,0.35,0,1
639,Control,30-49,Some College,0.52,0,1
640,Control,18-29,Some College,0.35,0,0
641,Personal Visit,50-64,Some College,0.68,0.12,1
642,Phone Call,30-49,Bachelor's,0.52,0.08,0
643,Postcard,65+,Some College,0.74,0.05,1
644,Control,65+,High School,0.74,0,1
645,Control,18-29,Bachelor's,0.35,0,0
646,Phone Call,18-29,Some College,0.35,0.08,0
647,Control,30-49,Some College,0.52,0,1
648,Phone Call,30-49,Graduate,0.52,0.08,1
649,Postcard,30-49,Bachelor's,0.52,0.05,0
650,Phone Call,18-29,Some College,0.35,0.08,1
651,Phone Call,65+,Some College,0.74,0.08,1
652,Postcard,30-49,Graduate,0.52,0.05,1
653,Phone Call,18-29,Bachelor's,0.35,0.08,0
654,Control,50-64,High School,0.68,0,1
655,Personal Visit,30-49,Some College,0.52,0.12,0
656,Personal Visit,18-29,Some College,0.35,0.12,0
657,Personal Visit,18-29,High School,0.35,0.12,1
658,Control,18-29,Some College,0.35,0,0
659,Phone Call,50-64,Some College,0.68,0.08,0
660,Phone Call,30-49,Some College,0.52,0.08,1
661,Postcard,50-64,Some College,0.68,0.05,1
662,Postcard,50-64,High School,0.68,0.05,1
663,Phone Call,18-29,High School,0.35,0.08,1
664,Personal Visit,30-49,Some College,0.52,0.12,1
665,Phone Call,18-29,Bachelor's,0.35,0.08,1
666,Postcard,50-64,High School,0.68,0.05,1
667,Postcard,30-49,High School,0.52,0.05,1
668,Phone Call,30-49,High School,0.52,0.08,0
669,Control,30-49,Some College,0.52,0,1
670,Postcard,18-29,High School,0.35,0.05,0
671,Postcard,65+,Graduate,0.74,0.05,1
672,Phone Call,50-64,Bachelor's,0.68,0.08,1
673,Postcard,30-49,Bachelor's,0.52,0.05,0
674,Postcard,50-64,Some College,0.68,0.05,1
675,Control,50-64,Bachelor's,0.68,0,0
676,Postcard,50-64,High School,0.68,0.05,0
677,Phone Call,18-29,High School,0.35,0.08,0
678,Postcard,30-49,High School,0.52,0.05,1
679,Phone Call,50-64,High School,0.68,0.08,1
680,Postcard,30-49,Some College,0.52,0.05,1
681,Postcard,30-49,Bachelor's,0.52,0.05,1
682,Phone Call,30-49,Bachelor's,0.52,0.08,0
683,Postcard,18-29,Graduate,0.35,0.05,1
684,Control,30-49,Some College,0.52,0,1
685,Personal Visit,18-29,High School,0.35,0.12,0
686,Control,65+,Some College,0.74,0,1
687,Control,65+,Some College,0.74,0,1
688,Personal Visit,50-64,Some College,0.68,0.12,1
689,Control,18-29,High School,0.35,0,1
690,Personal Visit,30-49,High School,0.52,0.12,0
691,Control,30-49,High School,0.52,0,1
692,Postcard,18-29,Graduate,0.35,0.05,0
693,Phone Call,18-29,Graduate,0.35,0.08,1
694,Personal Visit,65+,High School,0.74,0.12,1
695,Postcard,50-64,Bachelor's,0.68,0.05,1
696,Phone Call,30-49,Some College,0.52,0.08,1
697,Personal Visit,50-64,Bachelor's,0.68,0.12,1
698,Personal Visit,30-49,Bachelor's,0.52,0.12,1
699,Postcard,50-64,Some College,0.68,0.05,1
700,Postcard,30-49,Graduate,0.52,0.05,1
701,Personal Visit,65+,Some College,0.74,0.12,1
702,Personal Visit,30-49,Bachelor's,0.52,0.12,1
703,Phone Call,50-64,Bachelor's,0.68,0.08,1
704,Phone Call,65+,Some College,0.74,0.08,0
705,Personal Visit,65+,Graduate,0.74,0.12,1
706,Control,65+,Some College,0.74,0,1
707,Phone Call,50-64,Bachelor's,0.68,0.08,0
708,Phone Call,65+,Some College,0.74,0.08,1
709,Personal Visit,18-29,Some College,0.35,0.12,1
710,Phone Call,50-64,Some College,0.68,0.08,0
711,Postcard,65+,Some College,0.74,0.05,1
712,Control,65+,Bachelor's,0.74,0,1
713,Postcard,50-64,Some College,0.68,0.05,1
714,Control,65+,Graduate,0.74,0,1
715,Postcard,50-64,Some College,0.68,0.05,1
716,Control,30-49,High School,0.52,0,1
717,Phone Call,30-49,Some College,0.52,0.08,0
718,Control,50-64,Graduate,0.68,0,1
719,Personal Visit,65+,High School,0.74,0.12,1
720,Phone Call,18-29,Bachelor's,0.35,0.08,0
721,Postcard,30-49,Bachelor's,0.52,0.05,1
722,Phone Call,30-49,Some College,0.52,0.08,0
723,Postcard,18-29,Some College,0.35,0.05,0
724,Phone Call,50-64,High School,0.68,0.08,1
725,Postcard,30-49,Bachelor's,0.52,0.05,1
726,Phone Call,65+,Graduate,0.74,0.08,0
727,Control,65+,Some College,0.74,0,0
728,Postcard,50-64,High School,0.68,0.05,1
729,Postcard,30-49,Some College,0.52,0.05,0
730,Personal Visit,50-64,Bachelor's,0.68,0.12,1
731,Personal Visit,18-29,Some College,0.35,0.12,0
732,Postcard,30-49,Bachelor's,0.52,0.05,0
733,Control,18-29,Bachelor's,0.35,0,1
734,Personal Visit,30-49,Graduate,0.52,0.12,0
735,Personal Visit,50-64,Some College,0.68,0.12,1
736,Personal Visit,30-49,High School,0.52,0.12,0
737,Phone Call,30-49,High School,0.52,0.08,0
738,Personal Visit,65+,Some College,0.74,0.12,1
739,Postcard,50-64,Some College,0.68,0.05,1
740,Postcard,30-49,Bachelor's,0.52,0.05,0
741,Postcard,65+,Some College,0.74,0.05,1
742,Postcard,18-29,Graduate,0.35,0.05,1
743,Phone Call,18-29,Bachelor's,0.35,0.08,1
744,Control,18-29,Some College,0.35,0,0
745,Control,50-64,Some College,0.68,0,1
746,Personal Visit,30-49,Graduate,0.52,0.12,1
747,Control,30-49,High School,0.52,0,1
748,Postcard,30-49,Some College,0.52,0.05,0
749,Phone Call,50-64,Bachelor's,0.68,0.08,0
750,Control,18-29,Some College,0.35,0,0
751,Postcard,50-64,Bachelor's,0.68,0.05,1
752,Phone Call,30-49,High School,0.52,0.08,0
753,Phone Call,18-29,Bachelor's,0.35,0.08,1
754,Postcard,50-64,Some College,0.68,0.05,1
755,Phone Call,30-49,Some College,0.52,0.08,1
756,Control,65+,Some College,0.74,0,1
757,Postcard,30-49,Some College,0.52,0.05,1
758,Personal Visit,50-64,Bachelor's,0.68,0.12,1
759,Postcard,30-49,Bachelor's,0.52,0.05,1
760,Phone Call,18-29,Bachelor's,0.35,0.08,0
761,Personal Visit,30-49,High School,0.52,0.12,1
762,Control,30-49,Some College,0.52,0,0
763,Postcard,18-29,Some College,0.35,0.05,0
764,Phone Call,50-64,Graduate,0.68,0.08,1
765,Phone Call,30-49,High School,0.52,0.08,1
766,Personal Visit,18-29,Some College,0.35,0.12,1
767,Personal Visit,18-29,Graduate,0.35,0.12,1
768,Personal Visit,30-49,Some College,0.52,0.12,1
769,Phone Call,18-29,Some College,0.35,0.08,0
770,Control,65+,Graduate,0.74,0,1
771,Phone Call,18-29,Bachelor's,0.35,0.08,0
772,Personal Visit,30-49,Some College,0.52,0.12,1
773,Control,50-64,Bachelor's,0.68,0,1
774,Phone Call,50-64,Some College,0.68,0.08,1
775,Postcard,30-49,Bachelor's,0.52,0.05,1
776,Postcard,18-29,High School,0.35,0.05,0
777,Postcard,50-64,Graduate,0.68,0.05,1
778,Control,30-49,Graduate,0.52,0,0
779,Postcard,65+,Graduate,0.74,0.05,1
780,Phone Call,18-29,High School,0.35,0.08,0
781,Phone Call,18-29,Some College,0.35,0.08,1
782,Personal Visit,30-49,Some College,0.52,0.12,1
783,Postcard,30-49,High School,0.52,0.05,1
784,Phone Call,50-64,Bachelor's,0.68,0.08,0
785,Personal Visit,30-49,Bachelor's,0.52,0.12,1
786,Personal Visit,65+,Bachelor's,0.74,0.12,0
787,Personal Visit,18-29,Bachelor's,0.35,0.12,1
788,Phone Call,50-64,Some College,0.68,0.08,1
789,Control,65+,Bachelor's,0.74,0,1
790,Phone Call,50-64,Graduate,0.68,0.08,0
791,Personal Visit,50-64,Some College,0.68,0.12,1
792,Phone Call,30-49,High School,0.52,0.08,1
793,Personal Visit,30-49,Bachelor's,0.52,0.12,0
794,Postcard,18-29,Graduate,0.35,0.05,1
795,Phone Call,30-49,Some College,0.52,0.08,0
796,Phone Call,65+,High School,0.74,0.08,0
797,Phone Call,30-49,Some College,0.52,0.08,1
798,Personal Visit,30-49,Some College,0.52,0.12,1
799,Control,18-29,High School,0.35,0,0
800,Postcard,50-64,Some College,0.68,0.05,1
801,Phone Call,50-64,High School,0.68,0.08,1
802,Personal Visit,65+,High School,0.74,0.12,1
803,Phone Call,30-49,High School,0.52,0.08,1
804,Control,18-29,Bachelor's,0.35,0,1
805,Personal Visit,50-64,High School,0.68,0.12,1
806,Control,18-29,High School,0.35,0,0
807,Control,30-49,High School,0.52,0,0
808,Personal Visit,50-64,Bachelor's,0.68,0.12,1
809,Phone Call,30-49,Some College,0.52,0.08,1
810,Phone Call,18-29,Bachelor's,0.35,0.08,1
811,Personal Visit,50-64,High School,0.68,0.12,1
812,Postcard,30-49,Graduate,0.52,0.05,1
813,Postcard,50-64,Some College,0.68,0.05,1
814,Control,30-49,High School,0.52,0,1
815,Postcard,65+,Graduate,0.74,0.05,0
816,Control,65+,Bachelor's,0.74,0,1
817,Phone Call,65+,Some College,0.74,0.08,1
818,Postcard,50-64,High School,0.68,0.05,1
819,Control,30-49,Graduate,0.52,0,1
820,Personal Visit,18-29,Bachelor's,0.35,0.12,1
821,Postcard,18-29,Bachelor's,0.35,0.05,0
822,Personal Visit,65+,Some College,0.74,0.12,0
823,Phone Call,30-49,Graduate,0.52,0.08,1
824,Postcard,65+,High School,0.74,0.05,0
825,Personal Visit,30-49,Some College,0.52,0.12,1
826,Phone Call,50-64,Some College,0.68,0.08,1
827,Personal Visit,65+,Some College,0.74,0.12,1
828,Personal Visit,65+,Graduate,0.74,0.12,1
829,Control,50-64,Graduate,0.68,0,1
830,Postcard,30-49,Bachelor's,0.52,0.05,1
831,Personal Visit,18-29,High School,0.35,0.12,1
832,Phone Call,50-64,Some College,0.68,0.08,1
833,Personal Visit,30-49,Bachelor's,0.52,0.12,0
834,Phone Call,50-64,Bachelor's,0.68,0.08,0
835,Control,65+,Bachelor's,0.74,0,0
836,Control,18-29,High School,0.35,0,0
837,Control,30-49,Bachelor's,0.52,0,1
838,Postcard,65+,Graduate,0.74,0.05,1
839,Personal Visit,30-49,High School,0.52,0.12,1
840,Control,30-49,Some College,0.52,0,0
841,Control,30-49,High School,0.52,0,0
842,Control,65+,Graduate,0.74,0,0
843,Postcard,18-29,Some College,0.35,0.05,0
844,Personal Visit,50-64,High School,0.68,0.12,1
845,Personal Visit,65+,High School,0.74,0.12,0
846,Phone Call,18-29,Bachelor's,0.35,0.08,1
847,Control,65+,High School,0.74,0,1
848,Control,18-29,High School,0.35,0,1
849,Phone Call,30-49,High School,0.52,0.08,0
850,Phone Call,18-29,Some College,0.35,0.08,1
851,Control,18-29,Some College,0.35,0,0
852,Postcard,30-49,Some College,0.52,0.05,1
853,Phone Call,30-49,Graduate,0.52,0.08,1
854,Postcard,50-64,High School,0.68,0.05,1
855,Control,30-49,Some College,0.52,0,0
856,Control,30-49,High School,0.52,0,1
857,Control,18-29,High School,0.35,0,0
858,Phone Call,30-49,High School,0.52,0.08,1
859,Personal Visit,50-64,High School,0.68,0.12,1
860,Phone Call,65+,Some College,0.74,0.08,1
861,Personal Visit,30-49,Some College,0.52,0.12,1
862,Phone Call,18-29,Some College,0.35,0.08,0
863,Personal Visit,65+,Bachelor's,0.74,0.12,1
864,Control,50-64,Bachelor's,0.68,0,1
865,Personal Visit,50-64,Some College,0.68,0.12,1
866,Phone Call,65+,Bachelor's,0.74,0.08,1
867,Postcard,50-64,Some College,0.68,0.05,0
868,Postcard,18-29,Graduate,0.35,0.05,1
869,Personal Visit,50-64,High School,0.68,0.12,1
870,Personal Visit,50-64,Graduate,0.68,0.12,1
871,Phone Call,30-49,Bachelor's,0.52,0.08,0
872,Control,18-29,Graduate,0.35,0,0
873,Personal Visit,18-29,Some College,0.35,0.12,0
874,Phone Call,18-29,Graduate,0.35,0.08,1
875,Postcard,65+,High School,0.74,0.05,1
876,Postcard,65+,Some College,0.74,0.05,1
877,Phone Call,18-29,Some College,0.35,0.08,0
878,Phone Call,30-49,Some College,0.52,0.08,1
879,Phone Call,30-49,High School,0.52,0.08,0
880,Phone Call,30-49,Some College,0.52,0.08,1
881,Postcard,30-49,High School,0.52,0.05,1
882,Postcard,65+,High School,0.74,0.05,1
883,Control,30-49,Some College,0.52,0,1
884,Phone Call,65+,High School,0.74,0.08,1
885,Phone Call,30-49,Some College,0.52,0.08,1
886,Personal Visit,65+,High School,0.74,0.12,1
887,Personal Visit,65+,Bachelor's,0.74,0.12,1
888,Phone Call,50-64,Some College,0.68,0.08,1
889,Control,50-64,Graduate,0.68,0,1
890,Control,65+,Some College,0.74,0,1
891,Phone Call,30-49,Some College,0.52,0.08,0
892,Personal Visit,65+,Some College,0.74,0.12,1
893,Postcard,30-49,Bachelor's,0.52,0.05,1
894,Phone Call,65+,Some College,0.74,0.08,1
895,Personal Visit,18-29,Some College,0.35,0.12,0
896,Personal Visit,50-64,Bachelor's,0.68,0.12,1
897,Phone Call,65+,High School,0.74,0.08,1
898,Personal Visit,65+,Some College,0.74,0.12,1
899,Control,65+,Bachelor's,0.74,0,1
900,Control,18-29,High School,0.35,0,0
901,Personal Visit,30-49,Some College,0.52,0.12,1
902,Personal Visit,18-29,Graduate,0.35,0.12,0
903,Control,65+,Bachelor's,0.74,0,1
904,Postcard,30-49,Some College,0.52,0.05,1
905,Phone Call,30-49,High School,0.52,0.08,1
906,Personal Visit,50-64,High School,0.68,0.12,1
907,Control,30-49,High School,0.52,0,1
908,Phone Call,30-49,Bachelor's,0.52,0.08,1
909,Postcard,65+,High School,0.74,0.05,0
910,Phone Call,50-64,Bachelor's,0.68,0.08,1
911,Phone Call,30-49,High School,0.52,0.08,1
912,Control,50-64,Some College,0.68,0,0
913,Postcard,50-64,Bachelor's,0.68,0.05,1
914,Phone Call,30-49,High School,0.52,0.08,0
915,Postcard,18-29,Some College,0.35,0.05,0
916,Personal Visit,30-49,Some College,0.52,0.12,1
917,Postcard,18-29,Bachelor's,0.35,0.05,0
918,Personal Visit,50-64,Some College,0.68,0.12,1
919,Postcard,18-29,Graduate,0.35,0.05,1
920,Phone Call,65+,High School,0.74,0.08,1
921,Personal Visit,30-49,Some College,0.52,0.12,1
922,Control,50-64,High School,0.68,0,0
923,Control,65+,Some College,0.74,0,1
924,Postcard,30-49,Bachelor's,0.52,0.05,1
925,Postcard,18-29,High School,0.35,0.05,1
926,Postcard,18-29,Some College,0.35,0.05,1
927,Personal Visit,18-29,Some College,0.35,0.12,0
928,Personal Visit,18-29,Some College,0.35,0.12,1
929,Postcard,18-29,Bachelor's,0.35,0.05,0
930,Control,65+,High School,0.74,0,0
931,Phone Call,30-49,Graduate,0.52,0.08,0
932,Personal Visit,30-49,Some College,0.52,0.12,1
933,Personal Visit,65+,High School,0.74,0.12,1
934,Control,18-29,Graduate,0.35,0,0
935,Phone Call,50-64,Bachelor's,0.68,0.08,1
936,Postcard,30-49,Bachelor's,0.52,0.05,1
937,Control,18-29,Some College,0.35,0,0
938,Phone Call,50-64,Bachelor's,0.68,0.08,1
939,Postcard,50-64,Bachelor's,0.68,0.05,1
940,Personal Visit,30-49,Bachelor's,0.52,0.12,1
941,Postcard,50-64,Some College,0.68,0.05,1
942,Phone Call,30-49,Some College,0.52,0.08,0
943,Phone Call,18-29,High School,0.35,0.08,1
944,Control,50-64,Some College,0.68,0,0
945,Postcard,50-64,Graduate,0.68,0.05,0
946,Postcard,30-49,Some College,0.52,0.05,0
947,Phone Call,30-49,High School,0.52,0.08,1
948,Phone Call,50-64,High School,0.68,0.08,1
949,Personal Visit,30-49,Some College,0.52,0.12,1
950,Postcard,50-64,Graduate,0.68,0.05,1
951,Control,50-64,High School,0.68,0,1
952,Phone Call,18-29,Some College,0.35,0.08,0
953,Personal Visit,18-29,Some College,0.35,0.12,1
954,Phone Call,18-29,Some College,0.35,0.08,1
955,Postcard,18-29,Some College,0.35,0.05,0
956,Control,65+,Bachelor's,0.74,0,0
957,Personal Visit,65+,Some College,0.74,0.12,1
958,Phone Call,50-64,Some College,0.68,0.08,1
959,Postcard,65+,Some College,0.74,0.05,1
960,Control,65+,Bachelor's,0.74,0,1
961,Postcard,50-64,Graduate,0.68,0.05,0
962,Control,18-29,Some College,0.35,0,0
963,Postcard,65+,Graduate,0.74,0.05,1
964,Personal Visit,18-29,Some College,0.35,0.12,0
965,Control,18-29,Some College,0.35,0,0
966,Phone Call,30-49,High School,0.52,0.08,1
967,Postcard,18-29,Bachelor's,0.35,0.05,0
968,Postcard,50-64,Graduate,0.68,0.05,1
969,Control,30-49,Some College,0.52,0,1
970,Postcard,50-64,Bachelor's,0.68,0.05,1
971,Control,30-49,Bachelor's,0.52,0,0
972,Personal Visit,18-29,Some College,0.35,0.12,0
973,Control,18-29,High School,0.35,0,1
974,Phone Call,30-49,Some College,0.52,0.08,1
975,Postcard,30-49,Some College,0.52,0.05,1
976,Postcard,18-29,High School,0.35,0.05,0
977,Phone Call,50-64,High School,0.68,0.08,1
978,Personal Visit,65+,Some College,0.74,0.12,1
979,Control,30-49,Graduate,0.52,0,0
980,Postcard,18-29,Graduate,0.35,0.05,1
981,Phone Call,18-29,Bachelor's,0.35,0.08,0
982,Phone Call,30-49,High School,0.52,0.08,1
983,Phone Call,50-64,Some College,0.68,0.08,1
984,Control,30-49,Graduate,0.52,0,0
985,Personal Visit,65+,Some College,0.74,0.12,0
986,Phone Call,30-49,Bachelor's,0.52,0.08,1
987,Control,65+,High School,0.74,0,0
988,Postcard,18-29,Some College,0.35,0.05,0
989,Control,18-29,Some College,0.35,0,1
990,Postcard,50-64,Some College,0.68,0.05,0
991,Personal Visit,30-49,High School,0.52,0.12,0
992,Phone Call,50-64,High School,0.68,0.08,1
993,Control,30-49,Bachelor's,0.52,0,1
994,Postcard,30-49,Bachelor's,0.52,0.05,0
995,Personal Visit,50-64,Graduate,0.68,0.12,1
996,Personal Visit,30-49,Some College,0.52,0.12,0
997,Control,65+,High School,0.74,0,0
998,Postcard,65+,Graduate,0.74,0.05,1
999,Postcard,50-64,Bachelor's,0.68,0.05,1
1000,Phone Call,30-49,High School,0.52,0.08,0
1001,Postcard,30-49,High School,0.52,0.05,1
1002,Postcard,50-64,High School,0.68,0.05,1
1003,Phone Call,50-64,Some College,0.68,0.08,1
1004,Postcard,18-29,High School,0.35,0.05,1
1005,Personal Visit,18-29,Graduate,0.35,0.12,1
1006,Control,30-49,Graduate,0.52,0,0
1007,Control,30-49,Graduate,0.52,0,1
1008,Postcard,65+,Some College,0.74,0.05,1
1009,Personal Visit,50-64,Bachelor's,0.68,0.12,1
1010,Control,30-49,Some College,0.52,0,1
1011,Phone Call,65+,Bachelor's,0.74,0.08,1
1012,Personal Visit,30-49,Graduate,0.52,0.12,1
1013,Phone Call,30-49,Some College,0.52,0.08,1
1014,Phone Call,18-29,High School,0.35,0.08,1
1015,Control,30-49,Some College,0.52,0,0
1016,Phone Call,30-49,Bachelor's,0.52,0.08,1
1017,Phone Call,30-49,High School,0.52,0.08,0
1018,Phone Call,18-29,Some College,0.35,0.08,1
1019,Personal Visit,50-64,Bachelor's,0.68,0.12,1
1020,Postcard,50-64,Some College,0.68,0.05,1
1021,Phone Call,65+,Some College,0.74,0.08,1
1022,Postcard,18-29,Graduate,0.35,0.05,0
1023,Personal Visit,65+,High School,0.74,0.12,1
1024,Postcard,30-49,High School,0.52,0.05,0
1025,Postcard,50-64,Bachelor's,0.68,0.05,1
1026,Phone Call,50-64,Bachelor's,0.68,0.08,1
1027,Phone Call,18-29,Some College,0.35,0.08,1
1028,Control,18-29,Some College,0.35,0,1
1029,Postcard,50-64,High School,0.68,0.05,1
1030,Phone Call,18-29,Bachelor's,0.35,0.08,0
1031,Phone Call,50-64,Bachelor's,0.68,0.08,0
1032,Personal Visit,30-49,Some College,0.52,0.12,0
1033,Phone Call,18-29,High School,0.35,0.08,0
1034,Personal Visit,50-64,Some College,0.68,0.12,1
1035,Postcard,18-29,Some College,0.35,0.05,0
1036,Postcard,50-64,Bachelor's,0.68,0.05,1
1037,Phone Call,30-49,Graduate,0.52,0.08,1
1038,Control,65+,Bachelor's,0.74,0,1
1039,Personal Visit,30-49,High School,0.52,0.12,1
1040,Phone Call,18-29,Some College,0.35,0.08,0
